mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,fov_id_str,Cell Line ID,Molecule Name,Molecule Concentration,plate_barcode,parameter
0.887,0.009,0.869,0.902,0,0,2909,2693,1,1854872-U2OS-0007_WellG11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.893,0.007,0.881,0.906,0,0,2019,2929,1,1854872-U2OS-0007_WellE08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.106,0.007,0.095,0.119,0,0,2080,3075,1,1854872-U2OS-0007_WellE08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1065,1220,1,1854872-U2OS-0007_WellE08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.182,0.009,0.165,0.198,0,0,1748,1865,1,1854872-U2OS-0007_WellE08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.078,0.018,1.044,1.111,0,0,1702,2135,1,1854872-U2OS-0007_WellE08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.891,0.014,0.864,0.916,0,0,2568,2781,1,1854872-U2OS-0007_WellI10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.108,0.014,0.083,0.135,0,0,2642,2910,1,1854872-U2OS-0007_WellI10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1223,858,1,1854872-U2OS-0007_WellI10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.178,0.018,0.145,0.212,0,0,2224,2473,1,1854872-U2OS-0007_WellI10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.089,0.038,1.015,1.157,0.001,0.001,2578,2695,1,1854872-U2OS-0007_WellI10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.861,0.006,0.849,0.873,0,0,3266,3015,1,1854872-U2OS-0007_WellI13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.138,0.006,0.126,0.149,0,0,3306,2901,1,1854872-U2OS-0007_WellI13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.002,0,0,1831,1452,1,1854872-U2OS-0007_WellI13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.155,0.006,0.144,0.166,0,0,2699,2792,1,1854872-U2OS-0007_WellI13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.957,0.015,0.928,0.984,0,0,3193,2677,1,1854872-U2OS-0007_WellI13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.852,0.003,0.846,0.859,0,0,2549,2881,1,1854872-U2OS-0007_WellE11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.146,0.003,0.14,0.153,0,0,2638,3109,1,1854872-U2OS-0007_WellE11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,1907,2177,1,1854872-U2OS-0007_WellE11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.147,0.003,0.141,0.152,0,0,2177,2671,1,1854872-U2OS-0007_WellE11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.894,0.007,0.881,0.908,0,0,2452,2763,1,1854872-U2OS-0007_WellE11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.824,0.005,0.815,0.832,0,0,2697,2998,1,1854872-U2OS-0007_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.175,0.004,0.167,0.184,0,0,2777,3133,1,1854872-U2OS-0007_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1788,1539,1,1854872-U2OS-0007_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.135,0.003,0.13,0.141,0,0,2415,2474,1,1854872-U2OS-0007_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.821,0.009,0.805,0.838,0,0,2466,2431,1,1854872-U2OS-0007_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.863,0.016,0.834,0.891,0,0,2298,2822,1,1854872-U2OS-0007_WellG06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.136,0.015,0.108,0.164,0,0,2393,3110,1,1854872-U2OS-0007_WellG06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.003,0,0,1277,790,1,1854872-U2OS-0007_WellG06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.185,0.017,0.156,0.218,0,0,1699,2807,1,1854872-U2OS-0007_WellG06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.073,0.038,1,1.142,0.001,0.001,2265,2753,1,1854872-U2OS-0007_WellG06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.827,0.005,0.817,0.836,0,0,2526,3039,1,1854872-U2OS-0007_WellH03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.173,0.005,0.163,0.182,0,0,2608,3039,1,1854872-U2OS-0007_WellH03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1383,1061,1.01,1854872-U2OS-0007_WellH03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.126,0.003,0.12,0.132,0,0,2034,2490,1,1854872-U2OS-0007_WellH03_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.823,0.011,0.803,0.843,0,0,2319,2497,1,1854872-U2OS-0007_WellH03_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.858,0.012,0.835,0.88,0,0,3186,2630,1,1854872-U2OS-0007_WellI10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.141,0.012,0.119,0.163,0,0,3296,2631,1,1854872-U2OS-0007_WellI10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1471,1124,1,1854872-U2OS-0007_WellI10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.155,0.011,0.133,0.175,0,0,2520,2495,1,1854872-U2OS-0007_WellI10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.071,0.034,1.008,1.136,0.001,0,2991,2602,1,1854872-U2OS-0007_WellI10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.853,0.004,0.846,0.86,0,0,2815,3122,1,1854872-U2OS-0007_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.146,0.004,0.139,0.152,0,0,2902,3123,1,1854872-U2OS-0007_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,1882,1820,1,1854872-U2OS-0007_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.135,0.003,0.129,0.141,0,0,2661,2551,1,1854872-U2OS-0007_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.873,0.008,0.857,0.888,0,0,2799,2641,1,1854872-U2OS-0007_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.838,0.004,0.83,0.845,0,0,3164,2918,1,1854872-U2OS-0007_WellF09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.161,0.004,0.154,0.168,0,0,3249,3061,1,1854872-U2OS-0007_WellF09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,2240,1841,1,1854872-U2OS-0007_WellF09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.139,0.003,0.134,0.144,0,0,2829,2762,1,1854872-U2OS-0007_WellF09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.873,0.008,0.857,0.889,0,0,3149,2926,1,1854872-U2OS-0007_WellF09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.886,0.01,0.867,0.905,0,0,3338,3113,1,1854872-U2OS-0007_WellG08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.113,0.01,0.093,0.131,0,0,3422,3353,1,1854872-U2OS-0007_WellG08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1586,1165,1,1854872-U2OS-0007_WellG08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.158,0.012,0.136,0.181,0,0,2985,2944,1,1854872-U2OS-0007_WellG08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.029,0.027,0.982,1.082,0.001,0,2764,2308,1,1854872-U2OS-0007_WellG08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.858,0.004,0.85,0.866,0,0,2690,2953,1,1854872-U2OS-0007_WellG05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.141,0.004,0.133,0.148,0,0,2766,3063,1,1854872-U2OS-0007_WellG05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,1887,1864,1,1854872-U2OS-0007_WellG05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.149,0.003,0.142,0.155,0,0,2396,2454,1,1854872-U2OS-0007_WellG05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.866,0.008,0.851,0.881,0,0,2708,2708,1,1854872-U2OS-0007_WellG05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.855,0.004,0.848,0.861,0,0,2882,3062,1,1854872-U2OS-0007_WellJ11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.144,0.004,0.138,0.151,0,0,2951,3138,1,1854872-U2OS-0007_WellJ11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,2055,2322,1,1854872-U2OS-0007_WellJ11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.155,0.003,0.149,0.161,0,0,2521,2895,1,1854872-U2OS-0007_WellJ11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.888,0.007,0.873,0.902,0,0,3184,2854,1,1854872-U2OS-0007_WellJ11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.781,0.026,0.735,0.832,0,0,2897,3035,1,1854872-U2OS-0007_WellF02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.212,0.025,0.167,0.26,0,0,3132,3122,1,1854872-U2OS-0007_WellF02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.007,0.003,0.002,0.013,0,0,2045,1640,1,1854872-U2OS-0007_WellF02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.127,0.015,0.098,0.155,0,0,2438,2626,1,1854872-U2OS-0007_WellF02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.816,0.051,0.723,0.915,0.001,0.001,3042,2874,1,1854872-U2OS-0007_WellF02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.847,0.015,0.819,0.875,0,0,2921,2846,1,1854872-U2OS-0007_WellH04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.152,0.015,0.125,0.181,0,0,3005,2946,1,1854872-U2OS-0007_WellH04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.003,0,0,1630,1081,1,1854872-U2OS-0007_WellH04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.173,0.014,0.148,0.201,0,0,2436,2617,1,1854872-U2OS-0007_WellH04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.033,0.036,0.966,1.101,0.001,0,2909,2336,1,1854872-U2OS-0007_WellH04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.886,0.01,0.868,0.906,0,0,2706,2835,1,1854872-U2OS-0007_WellG04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.114,0.01,0.094,0.132,0,0,2718,2732,1,1854872-U2OS-0007_WellG04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1594,1008,1,1854872-U2OS-0007_WellG04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.169,0.011,0.148,0.19,0,0,2574,2370,1,1854872-U2OS-0007_WellG04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.024,0.026,0.977,1.071,0,0,2803,2481,1,1854872-U2OS-0007_WellG04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.908,0.012,0.885,0.93,0,0,2774,2862,1,1854872-U2OS-0007_WellH08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.091,0.012,0.069,0.114,0,0,2845,2727,1,1854872-U2OS-0007_WellH08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1549,1177,1,1854872-U2OS-0007_WellH08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.179,0.018,0.146,0.213,0,0,2447,2517,1,1854872-U2OS-0007_WellH08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.036,0.03,0.979,1.092,0.001,0,2604,2558,1,1854872-U2OS-0007_WellH08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.865,0.003,0.858,0.87,0,0,2932,2903,1,1854872-U2OS-0007_WellH11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.135,0.003,0.129,0.141,0,0,3048,3154,1,1854872-U2OS-0007_WellH11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1963,1599,1,1854872-U2OS-0007_WellH11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.142,0.003,0.136,0.147,0,0,2721,2400,1,1854872-U2OS-0007_WellH11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.879,0.007,0.866,0.891,0,0,3162,3136,1,1854872-U2OS-0007_WellH11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.877,0.012,0.854,0.898,0,0,3607,2969,1,1854872-U2OS-0007_WellH06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.122,0.012,0.1,0.143,0,0,3616,2880,1,1854872-U2OS-0007_WellH06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1284,981,1,1854872-U2OS-0007_WellH06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.136,0.011,0.116,0.157,0,0,3363,2597,1,1854872-U2OS-0007_WellH06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.039,0.034,0.973,1.099,0.001,0,3370,2343,1,1854872-U2OS-0007_WellH06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.839,0.004,0.832,0.848,0,0,2717,2765,1,1854872-U2OS-0007_WellE05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.16,0.004,0.151,0.167,0,0,2813,2905,1,1854872-U2OS-0007_WellE05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.001,0,0,1907,1619,1,1854872-U2OS-0007_WellE05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.145,0.003,0.139,0.151,0,0,2501,2515,1,1854872-U2OS-0007_WellE05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.864,0.009,0.848,0.88,0,0,2676,2462,1,1854872-U2OS-0007_WellE05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.842,0.004,0.835,0.851,0,0,2662,2669,1,1854872-U2OS-0007_WellE07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.156,0.004,0.148,0.164,0,0,2798,2801,1,1854872-U2OS-0007_WellE07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,1921,1850,1,1854872-U2OS-0007_WellE07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.15,0.003,0.144,0.156,0,0,2405,2423,1,1854872-U2OS-0007_WellE07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.894,0.009,0.879,0.912,0,0,2732,2650,1,1854872-U2OS-0007_WellE07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.877,0.008,0.861,0.893,0,0,3269,2673,1,1854872-U2OS-0007_WellE10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.122,0.008,0.106,0.138,0,0,3316,2729,1,1854872-U2OS-0007_WellE10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.002,0,0,1974,1341,1,1854872-U2OS-0007_WellE10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.165,0.009,0.146,0.18,0,0,2909,2856,1,1854872-U2OS-0007_WellE10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.052,0.023,1.009,1.094,0,0,3135,2818,1,1854872-U2OS-0007_WellE10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.861,0.006,0.849,0.872,0,0,2656,2702,1,1854872-U2OS-0007_WellH05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.139,0.006,0.128,0.15,0,0,2723,2762,1,1854872-U2OS-0007_WellH05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1660,1247,1,1854872-U2OS-0007_WellH05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.158,0.005,0.148,0.168,0,0,2260,2494,1,1854872-U2OS-0007_WellH05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.876,0.012,0.854,0.9,0,0,2659,2855,1,1854872-U2OS-0007_WellH05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.866,0.005,0.857,0.875,0,0,2801,2853,1,1854872-U2OS-0007_WellJ03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.133,0.005,0.124,0.141,0,0,2861,2875,1,1854872-U2OS-0007_WellJ03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,2071,1731,1,1854872-U2OS-0007_WellJ03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.144,0.004,0.136,0.152,0,0,2606,2687,1,1854872-U2OS-0007_WellJ03_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.866,0.01,0.848,0.884,0,0,2801,2646,1,1854872-U2OS-0007_WellJ03_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.884,0.01,0.865,0.902,0,0,2829,3036,1,1854872-U2OS-0007_WellF06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.115,0.01,0.098,0.134,0,0,2962,3065,1,1854872-U2OS-0007_WellF06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.003,0,0,1212,701,1,1854872-U2OS-0007_WellF06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.156,0.012,0.134,0.179,0,0,2325,2312,1,1854872-U2OS-0007_WellF06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.063,0.028,1.01,1.113,0.001,0,2874,2775,1,1854872-U2OS-0007_WellF06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.886,0.009,0.868,0.903,0,0,2775,2818,1,1854872-U2OS-0007_WellE06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.113,0.009,0.098,0.132,0,0,2840,2823,1,1854872-U2OS-0007_WellE06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1538,937,1,1854872-U2OS-0007_WellE06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.173,0.011,0.152,0.194,0,0,2372,2786,1.01,1854872-U2OS-0007_WellE06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.101,0.025,1.056,1.149,0,0,2748,2575,1,1854872-U2OS-0007_WellE06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.862,0.004,0.854,0.868,0,0,2605,2883,1,1854872-U2OS-0007_WellI11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.137,0.004,0.13,0.144,0,0,2674,2929,1,1854872-U2OS-0007_WellI11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,1687,1488,1,1854872-U2OS-0007_WellI11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.147,0.003,0.14,0.153,0,0,2445,2714,1,1854872-U2OS-0007_WellI11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.889,0.008,0.874,0.904,0,0,2728,2674,1,1854872-U2OS-0007_WellI11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.844,0.004,0.836,0.851,0,0,3024,3025,1,1854872-U2OS-0007_WellF07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.155,0.004,0.147,0.162,0,0,3110,2954,1,1854872-U2OS-0007_WellF07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,2064,1945,1,1854872-U2OS-0007_WellF07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.146,0.003,0.141,0.152,0,0,2645,2945,1,1854872-U2OS-0007_WellF07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.884,0.008,0.869,0.9,0,0,3048,2717,1,1854872-U2OS-0007_WellF07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.84,0.004,0.831,0.848,0,0,2655,2778,1,1854872-U2OS-0007_WellI09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.159,0.004,0.151,0.168,0,0,2707,2873,1,1854872-U2OS-0007_WellI09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.001,0,0,2083,2057,1,1854872-U2OS-0007_WellI09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.138,0.003,0.133,0.144,0,0,2658,2528,1,1854872-U2OS-0007_WellI09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.867,0.009,0.851,0.885,0,0,2837,2860,1,1854872-U2OS-0007_WellI09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.866,0.005,0.857,0.875,0,0,2782,3092,1,1854872-U2OS-0007_WellH07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.134,0.005,0.125,0.142,0,0,2850,3073,1,1854872-U2OS-0007_WellH07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1966,1828,1,1854872-U2OS-0007_WellH07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.153,0.004,0.144,0.161,0,0,2452,2713,1,1854872-U2OS-0007_WellH07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.907,0.01,0.888,0.926,0,0,2785,2461,1,1854872-U2OS-0007_WellH07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.787,0.022,0.746,0.826,0,0,3014,3215,1,1854872-U2OS-0007_WellH02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.212,0.022,0.171,0.252,0,0,3013,3271,1,1854872-U2OS-0007_WellH02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0,0.004,0,0,1822,1177,1,1854872-U2OS-0007_WellH02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.12,0.01,0.1,0.14,0,0,2822,2616,1,1854872-U2OS-0007_WellH02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.823,0.046,0.739,0.912,0.001,0.001,2887,2771,1,1854872-U2OS-0007_WellH02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.855,0.006,0.844,0.864,0,0,3019,2823,1,1854872-U2OS-0007_WellJ07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.144,0.005,0.135,0.155,0,0,3096,2967,1,1854872-U2OS-0007_WellJ07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1851,1634,1,1854872-U2OS-0007_WellJ07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.152,0.005,0.144,0.161,0,0,2832,2773,1,1854872-U2OS-0007_WellJ07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.893,0.011,0.873,0.915,0,0,2985,2638,1,1854872-U2OS-0007_WellJ07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.884,0.005,0.874,0.893,0,0,3069,2911,1,1854872-U2OS-0007_WellJ05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.116,0.005,0.105,0.125,0,0,3114,2909,1,1854872-U2OS-0007_WellJ05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,2058,1811,1,1854872-U2OS-0007_WellJ05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.16,0.005,0.15,0.171,0,0,2764,2355,1,1854872-U2OS-0007_WellJ05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.891,0.011,0.871,0.914,0,0,3111,2612,1,1854872-U2OS-0007_WellJ05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
